cents,tonicity,normalized,smooth
129.5,0.4850626379211039,0.49642242465079056,0.496660257453529
130.0,0.48511061291664037,0.49654747789308845,0.4967647691560824
130.5,0.4851623766520255,0.4966808279333931,0.4968676387344965
131.0,0.48521412514915385,0.49681358742523507,0.4969685084212768
131.5,0.4852717145315753,0.49695944524443136,0.4970669063754811
132.0,0.4853292846251963,0.4971047085788738,0.49716244166615897
132.5,0.4853908927655427,0.49725886241640077,0.4972546695846254
133.0,0.4854524775202194,0.49741241769680405,0.49734362696323664
133.5,0.485515909516258,0.49756974892687694,0.49742898450771683
134.0,0.48557931471620885,0.49772647910398005,0.49751068035675766
134.5,0.4856421722164934,0.4978813935724851,0.49758851634351803
135.0,0.48570500091394986,0.4980357077449576,0.4976623146129658
135.5,0.48576467250631955,0.49818211330692297,0.49773201794140753
136.0,0.4858243153386792,0.4983279240920974,0.49779735931691543
136.5,0.48587824206103386,0.49845985112620717,0.497858433646307
137.0,0.4859321424072608,0.498591194346398,0.4979149176480051
137.5,0.485977572547778,0.4987022227087071,0.4979670637204129
138.0,0.4860229811237425,0.4988126838661145,0.49801451374942074
138.5,0.48603905617119014,0.49885407669589293,0.49805765409529196
139.0,0.4860551237558507,0.49889494061405565,0.49809607131496375
139.5,0.48605656837098943,0.49890112097445183,0.49813028956296573
140.0,0.4860580127338383,0.4989067945838187,0.4981601948362014
140.5,0.48603901486756884,0.49886418997690896,0.4981866506051985
141.0,0.48602001641077136,0.49882108311037704,0.4982096408033518
141.5,0.48599361252304574,0.49876017106470083,0.49823011641847115
142.0,0.4859672070247698,0.4986987596301611,0.498248052514336
142.5,0.4859341965005435,0.49862141885127187,0.4982644788371438
143.0,0.4859011842039586,0.49854358353275563,0.49827951005982724
143.5,0.48586493560981114,0.4984576970012981,0.4982942336541365
144.0,0.4858286861253318,0.498371323191794,0.49830890822330154
144.5,0.48579254584038156,0.49828472198071305,0.49832470068213885
145.0,0.48575640639787915,0.49819764271432526,0.4983420103238985
145.5,0.4857235063971663,0.4981176567673748,0.49836190641032996
146.0,0.4856906092759909,0.4980372026720067,0.4983849159722964
146.5,0.4856639321693787,0.49797081280362987,0.4984117819363977
147.0,0.4856372594716989,0.4979039634802306,0.4984431246795566
147.5,0.485619544136847,0.49785758083435344,0.498479581184107
148.0,0.48560183328694906,0.49781074400330627,0.4985218533353863
148.5,0.4855949169267858,0.4977886724028307,0.49857044457339406
149.0,0.4855880029575922,0.4977661467887428,0.4986268191661053
149.5,0.4855935363032073,0.4977722542071522,0.4986912970531677
150.0,0.4855990676151362,0.49777790230978586,0.4987646752311728
150.5,0.4856238682491338,0.4978281319047496,0.4988470729512118
151.0,0.4856486600393816,0.4978778912801907,0.4989394321190534
151.5,0.48569310357186374,0.49797313088494566,0.49904088998593554
152.0,0.4857375314667939,0.4980678893777497,0.4991517462308888
152.5,0.48580175794061414,0.49820847623759146,0.4992710495756046
153.0,0.4858659623867215,0.4983485720097621,0.49939895794293676
153.5,0.48594982476853005,0.4985341724026885,0.4995344341748339
154.0,0.4860336603328491,0.49871927544585026,0.49967739983905896
154.5,0.48613784913302693,0.4989515129860207,0.4998267422481269
155.0,0.4862420089817227,0.49918325309455064,0.49998216004148965
155.5,0.486363168101632,0.4994542941783852,0.5001424766199525
156.0,0.4864842888624573,0.4997248207234003,0.5003071907391922
156.5,0.48661397283177,0.500014937531624,0.5004750785351566
157.0,0.48674360538537154,0.5003045141394731,0.5006454609854394
157.5,0.4868795735994659,0.5006084799384244,0.5008170851897351
158.0,0.48701547795634853,0.5009118812867046,0.5009891213575961
158.5,0.48715529342313035,0.5012240103209492,0.5011603022321428
159.0,0.4872950339115652,0.5015355537137282,0.5013297000487937
159.5,0.48743640592539944,0.501850502055434,0.5014960525046018
160.0,0.48757769353276975,0.5021648474953542,0.5016583578051279
160.5,0.4877174333691262,0.5024751724409966,0.5018153744705277
161.0,0.48785708239766185,0.5027848842720997,0.5019658432218439
161.5,0.48797335464973773,0.5030395646658988,0.5021085697070463
162.0,0.48808956248628216,0.5032936983470059,0.5022423124632794
162.5,0.4881829992787114,0.5034942209316271,0.5023676198846556
163.0,0.48827639867358985,0.503694264641649,0.5024833757936212
163.5,0.48834760610668243,0.5038420552873379,0.5025887566344156
164.0,0.48841879429638096,0.5039894141552665,0.5026827154513732
164.5,0.4884683400157915,0.5040858088095482,0.5027653562530452
165.0,0.48851787804347147,0.5041818033265779,0.5028357186607498
165.5,0.48854626709991217,0.5042279915970957,0.5028940203012754
166.0,0.4885746548265719,0.5042737992163474,0.5029395487641406
166.5,0.4885824152417008,0.5042710243435262,0.5029729547568004
167.0,0.48859017615611444,0.5042678776860127,0.5029939805268663
167.5,0.4885778606846813,0.5042174406614175,0.503003513511993
168.0,0.4885655429137568,0.5041666298774282,0.5030014979013913
168.5,0.48853361942276213,0.5040696332534897,0.5029889953968733
169.0,0.48850168544110967,0.5039722482674441,0.5029661537899918
169.5,0.4884506778654704,0.5038299255793098,0.5029341911174825
170.0,0.48839964492295906,0.5036871842773868,0.5028934436019403
170.5,0.4883300447964035,0.5035006932855056,0.5028452802874882
171.0,0.488260395978407,0.5033137336582924,0.5027902492043144
171.5,0.4881726645514296,0.5030841612983195,0.502729847830046
172.0,0.488084850564697,0.5028540456146166,0.5026655414841419
172.5,0.4880207742841261,0.5026790582007019,0.5025989037279244
173.0,0.48795662187996647,0.5025035469431776,0.5025313952239714
173.5,0.4878791617173453,0.5022965909379851,0.5024643764291032
